X--Trace 1::[Channel A],Y--Trace 1::[Channel A],,X--Trace 2::[Channel B],Y--Trace 2::[Channel B]
0.00988759,-0.000140901,,0.00988759,-3.60951e-05
0.0100438,5.49502e-05,,0.0100438,0.000157672
0.0102001,0.00024869,,0.0102001,0.00034538
0.0103563,0.000432873,,0.0103563,0.000519816
0.0105126,0.00060042,,0.0105126,0.000674275
0.0106688,0.000744894,,0.0106688,0.000802822
0.0108251,0.000860742,,0.0108251,0.000900517
0.0109813,0.000943512,,0.0109813,0.000963606
0.0111376,0.000990024,,0.0111376,0.000989663
0.0112938,0.000998489,,0.0112938,0.000977689
0.0114501,0.000968583,,0.0114501,0.000928143
0.0116063,0.000901455,,0.0116063,0.000842928
0.0117626,0.000799685,,0.0117626,0.000725321
0.0119188,0.000667183,,0.0119188,0.000579839
0.0120751,0.000509041,,0.0120751,0.000412075
0.0122313,0.000331338,,0.0122313,0.000228475
0.0123876,0.000140901,,0.0123876,3.60949e-05
0.0125438,-5.49502e-05,,0.0125438,-0.000157672
0.0127001,-0.00024869,,0.0127001,-0.00034538
0.0128563,-0.000432873,,0.0128563,-0.000519816
0.0130126,-0.00060042,,0.0130126,-0.000674275
0.0131688,-0.000744894,,0.0131688,-0.000802822
0.0133251,-0.000860742,,0.0133251,-0.000900517
0.0134813,-0.000943512,,0.0134813,-0.000963605
0.0136376,-0.000990024,,0.0136376,-0.000989663
0.0137938,-0.000998489,,0.0137938,-0.000977689
0.0139501,-0.000968583,,0.0139501,-0.000928143
0.0141063,-0.000901455,,0.0141063,-0.000842928
0.0142626,-0.000799685,,0.0142626,-0.000725321
0.0144188,-0.000667183,,0.0144188,-0.000579839
0.0145751,-0.000509041,,0.0145751,-0.000412075
0.0147313,-0.000331338,,0.0147313,-0.000228475
0.0148876,-0.000140901,,0.0148876,-3.60951e-05
0.0150438,5.49502e-05,,0.0150438,0.000157672
0.0152001,0.00024869,,0.0152001,0.00034538
0.0153563,0.000432873,,0.0153563,0.000519816
0.0155126,0.00060042,,0.0155126,0.000674275
0.0156688,0.000744894,,0.0156688,0.000802822
0.0158251,0.000860742,,0.0158251,0.000900517
